,G1,G10,G15,G23,G25,G37,G38,G44,G45,G54,G55,G57,G62,G63,G64,G65,G66,G67,G69,G72,G73,G75,G82,G85,G87,G92,G99,G5,G26,G36,G40,G42,G43,G46,G83,G90,G91,G93,G96,G98,G100,G2,G3,G4,G6,G7,G8,G9,G11,G12,G13,G14,G16,G17,G18,G19,G20,G21,G22,G24,G27,G28,G29,G30,G31,G32,G33,G34,G35,G39,G41,G47,G48,G49,G50,G51,G52,G53,G56,G58,G59,G60,G61,G68,G70,G71,G74,G76,G77,G78,G79,G80,G81,G84,G86,G88,G89,G94,G95,G97,y_G9
45,0.0784205,0.5025665,0.009882,0.0852084,0.1618699,0.6226955,0.0740882,0.5234153,0.6160326,0.2487899,0.4605807,0.1883879,0.2724753,0.5848897,0.4294759,0.5399,0.3287889,0.4182461,0.4470731,0.0242043,0.045007,0.3861453,0.1085726,0.483233,0.1486089,0.4593668,0.5456309,0.7179013,0.7003772,0.6209737,0.655172,0.655903,0.5907344,0.5575491,0.565417,0.5434066,0.6339596,0.593077,0.7193767,0.6111149,0.5228273,0.220128,0.4935813,0.3489811,0.0671916,0.6296075,0.4078373,0.0,0.0147532,0.3349547,0.0339236,0.0200677,0.1330544,0.3538285,0.4887719,0.058801,0.0211039,0.0400729,0.181366,0.0897093,0.4844541,0.4023608,0.21174,0.3530191,0.1574506,0.016537,0.1471541,0.1439333,0.6453314,0.0411359,0.0407909,0.5167513,0.6096438,0.3975689,0.1947079,0.5223235,0.5973186,0.4684092,0.0,0.2645743,0.1256682,0.226569,0.0262681,0.4072566,0.0101343,0.1256248,0.0767081,0.7174382,0.0114503,0.1075399,0.1672443,0.0322664,0.3501306,0.1557855,0.2157504,0.0994908,0.0419178,0.4657436,0.4406117,0.3984911,0.0232926
46,0.1765222,0.3558186,0.0023512,0.098081,0.1568295,0.7135801,0.0956964,0.6720116,0.5527241,0.2184488,0.5092,0.0,0.3277709,0.5809417,0.4637165,0.4983543,0.2482371,0.3534741,0.4996748,0.0354352,0.0443956,0.364075,0.08951,0.5905787,0.1111989,0.3848896,0.5211276,0.7183545,0.6442502,0.6065893,0.6398462,0.6339957,0.6205234,0.5808304,0.7015912,0.713536,0.6496611,0.5809374,0.6175167,0.6231102,0.6710582,0.2055902,0.4233317,0.2947992,0.0841284,0.58331,0.509144,0.0,0.015502,0.3778848,0.0468618,0.0186579,0.1145227,0.3174762,0.4804065,0.0845679,0.0055481,0.0293333,0.2236796,0.1168429,0.3591531,0.2964331,0.1541646,0.4455344,0.1916988,0.0103081,0.205629,0.1234641,0.542082,0.0484938,0.0586632,0.6091305,0.5941647,0.3040328,0.1587039,0.6085395,0.6404557,0.3033953,0.6493443,0.2903792,0.09864,0.221058,0.0123484,0.3081919,0.0134885,0.1934458,0.0708677,0.6083387,0.0162856,0.0783493,0.1791768,0.0213029,0.3438748,0.2013679,0.2175336,0.0758651,0.0467991,0.4224002,0.4347572,0.2460156,0.0211574
47,0.1392014,0.3963805,0.0085984,0.1641821,0.0719468,0.7288607,0.1088121,0.4949463,0.6387853,0.2774214,0.4949619,0.2402703,0.2697535,0.5862789,0.453099,0.4930124,0.3275586,0.2609205,0.4186602,0.0038557,0.0383229,0.3432032,0.1168523,0.5011358,0.1464605,0.4787598,0.6086076,0.6390673,0.7376983,0.5908443,0.6432649,0.635847,0.5562655,0.6506893,0.6547357,0.6360018,0.7463749,0.6562715,0.6585891,0.6011372,0.7775867,0.2012139,0.4706479,0.3521119,0.043605,0.6928104,0.4598157,0.0,0.0111542,0.3204184,0.0501807,0.0359615,0.1010968,0.3491884,0.536985,0.0486725,0.0019423,0.0331469,0.1608694,0.1537744,0.6213595,0.3400911,0.1051889,0.5761253,0.2579589,0.0226911,0.1804267,0.0933261,0.6128979,0.0544121,0.0446578,0.5500159,0.5956925,0.3916701,0.1881818,0.6618516,0.5826815,0.3914684,0.3640313,0.0,0.0910204,0.2534823,0.0252916,0.5190534,0.0102229,0.1117553,0.0255707,0.51921,0.0277991,0.0904044,0.2001632,0.0345751,0.3398004,0.1624226,0.2377689,0.0529197,0.033095,0.4214829,0.4365257,0.161222,0.0068374
48,0.0943882,0.367985,0.0147469,0.0597958,0.1335079,0.5584397,0.1026848,0.4403072,0.5649348,0.21615,0.4232959,0.1809028,0.2726588,0.5807944,0.4361615,0.509417,0.3051524,0.3061461,0.5686093,0.0214304,0.0345543,0.3398364,0.1257417,0.6283302,0.1773909,0.5021452,0.4584024,0.5439916,0.6030233,0.5542909,0.6121064,0.553492,0.5230493,0.6317193,0.6106969,0.7095292,0.6180292,0.6488017,0.6242428,0.6911727,0.6914594,0.2303656,0.5617141,0.3371057,0.0539767,0.6824289,0.3955598,0.0,0.0201807,0.3286755,0.0326726,0.0272305,0.1515614,0.3538614,0.4344564,0.0570555,0.0002037,0.0429597,0.1375596,0.0733981,0.431505,0.3947516,0.1625829,0.4295651,0.2617186,0.0151065,0.166736,0.0932177,0.6280479,0.044312,0.0282803,0.5674413,0.5304888,0.431814,0.1614299,0.650356,0.6404382,0.4393173,0.4949395,0.2058273,0.0,0.2793601,0.007978,0.3698503,0.0202188,0.1708638,0.0668438,0.626626,0.0088772,0.1452883,0.104215,0.0731111,0.3629848,0.1670264,0.2052708,0.0269889,0.0257619,0.5660997,0.4191255,0.2736304,0.0072208
49,0.1422375,0.3668922,0.0130161,0.0985069,0.0667334,0.5990307,0.0779084,0.446386,0.7091775,0.2408429,0.5245007,0.2199152,0.2389483,0.6413495,0.4107665,0.522495,0.2226887,0.3093601,0.4980269,0.0238146,0.0383373,0.3312111,0.1199755,0.5536096,0.1330999,0.4979713,0.5641941,0.6910442,0.5635849,0.6220218,0.5885127,0.6464763,0.7509535,0.556834,0.5927673,0.6119883,0.4990367,0.6833258,0.6774753,0.6096551,0.6652925,0.1770889,0.4655811,0.2822721,0.0500506,0.5260542,0.5058301,0.0,0.0359754,0.3849357,0.0261331,0.0300633,0.1181289,0.3194274,0.3817752,0.0693252,0.0268742,0.0345574,0.1906929,0.1205763,0.4011317,0.3606145,0.1369215,0.4508594,0.2424006,0.0203605,0.1820853,0.0951797,0.6225053,0.1162468,0.0280765,0.5432598,0.6797599,0.3637786,0.1412232,0.6222744,0.6755298,0.4302604,0.2904868,0.3065596,0.0740992,0.2185614,0.0,0.3932367,0.0122098,0.1645625,0.1100366,0.6174684,0.052869,0.1336707,0.244902,0.0418039,0.3937461,0.1991832,0.172113,0.0822384,0.0366995,0.5015368,0.5178612,0.2492064,0.016722
50,0.1271849,0.4741866,0.0081075,0.1708756,0.14604,0.5340951,0.070363,0.3183031,0.5782989,0.2509585,0.4834274,0.2588522,0.0,0.5786845,0.3278131,0.4711086,0.3578756,0.3159681,0.3693803,0.007274,0.0410712,0.2822391,0.0708535,0.5065694,0.1441295,0.3800228,0.4273802,0.5502956,0.6545368,0.497053,0.5168306,0.6245357,0.6728704,0.6566258,0.6804206,0.6094487,0.715662,0.6305219,0.5183415,0.714138,0.68186,0.2617409,0.4899218,0.3680873,0.0376508,0.701236,0.4208292,0.0,0.0046602,0.279995,0.0708649,0.0060772,0.0871152,0.3286669,0.4213212,0.0611527,0.0006914,0.0355125,0.1758723,0.1403923,0.4108938,0.4881446,0.2129357,0.4566392,0.0783602,0.0322568,0.2039235,0.069144,0.6329548,0.0683388,0.0687152,0.6082595,0.5250621,0.3716539,0.3598873,0.5853523,0.5886891,0.3134874,0.2934683,0.2473936,0.110381,0.2166889,0.0120354,0.4389001,0.0255614,0.1179743,0.0389019,0.6893307,0.0127317,0.1264184,0.1809291,0.0366376,0.4797888,0.1878301,0.1682042,0.0666487,0.0650629,0.4432658,0.4944919,0.2617526,0.0147714
51,0.1687009,0.4787645,0.018433,0.1138769,0.1428043,0.7069633,0.0892287,0.5095493,0.5959342,0.2867087,0.5201872,0.3581426,0.3243275,0.0,0.3541156,0.4301296,0.3416067,0.3682546,0.4319988,0.0151743,0.0210222,0.0430347,0.1367673,0.5954709,0.1091981,0.3744697,0.6201625,0.5309944,0.5856265,0.6535767,0.7144925,0.5612898,0.5829203,0.6595911,0.6188215,0.6641125,0.5540767,0.5294978,0.6465914,0.6433309,0.6089679,0.280559,0.4957301,0.3075552,0.0309488,0.6380871,0.3647043,0.0,0.0102606,0.3657569,0.0170151,0.0225073,0.0577498,0.2875107,0.4529449,0.1407442,0.2360735,0.0221806,0.1413234,0.3852845,0.5843734,0.4020378,0.1869832,0.3972934,0.2066065,0.0119379,0.1906088,0.0987773,0.6290943,0.0889544,0.0829093,0.6836827,0.5731733,0.4820203,0.1662181,0.6769222,0.6702209,0.3725549,0.3447071,0.2816019,0.4581267,0.4177021,0.3007003,0.3909887,0.0333907,0.1598082,0.0934529,0.5860647,0.0228062,0.536471,0.6365769,0.6261396,0.3311298,0.1516378,0.2269185,0.0633734,0.0355838,0.3669013,0.3837037,0.2543061,0.0131011
52,0.1379964,0.4805053,0.0074806,0.1117971,0.1624168,0.5663079,0.1008795,0.5605275,0.5716516,0.241078,0.4517344,0.2932684,0.3105169,0.7578932,0.0,0.4623464,0.2984559,0.3743756,0.4057011,0.0136645,0.0160462,0.3649528,0.0951134,0.5175382,0.131407,0.3316168,0.5186466,0.6151654,0.7583189,0.7160874,0.6021726,0.6179844,0.6766896,0.7009383,0.5783465,0.6648085,0.6616067,0.6059278,0.6131987,0.7168418,0.6320575,0.2180423,0.5011931,0.4113441,0.0395549,0.5939681,0.4085365,0.0,0.0216879,0.3980395,0.0304229,0.0109764,0.0976964,0.3031617,0.4069992,0.0562247,0.0019092,0.0292261,0.1254782,0.0854705,0.5356019,0.5128443,0.1312029,0.5477106,0.2062682,0.0221387,0.1731454,0.1091273,0.6514085,0.0573347,0.047014,0.5122052,0.484251,0.3113582,0.1584042,0.5206161,0.6501395,0.4762825,0.2570413,0.2278233,0.0408761,0.2393452,0.0371335,0.4158117,0.0140735,0.1408769,0.119177,0.6718361,0.0409399,0.0671046,0.1389125,0.0153349,0.4986156,0.2101146,0.1898884,0.0544361,0.0208032,0.0560487,0.4019466,0.1898953,0.004819
53,0.1734149,0.3511572,0.0033696,0.0937991,0.1298912,0.5921143,0.1014921,0.5464958,0.6361287,0.2381782,0.473338,0.3030673,0.2920854,0.5580106,0.4287935,0.0,0.7343328,0.3563036,0.4916087,0.0290675,0.0397823,0.3706637,0.1281681,0.5172388,0.1815257,0.5637604,0.5636177,0.5767326,0.6763269,0.61976,0.5746262,0.5686786,0.6813862,0.5658038,0.7233597,0.7132549,0.7410111,0.6688412,0.5704005,0.6793376,0.6455074,0.2890108,0.4802623,0.4355498,0.0677925,0.5509478,0.4388918,0.0,0.0068735,0.3282335,0.0570269,0.0380482,0.109121,0.3267231,0.4868341,0.0390523,0.0025686,0.0336678,0.1363554,0.0647323,0.4900271,0.3468744,0.1177183,0.4731693,0.1668065,0.0216904,0.230542,0.1324146,0.609677,0.0471934,0.0364255,0.6288841,0.5298929,0.4487259,0.1446863,0.5058187,0.5657631,0.3916366,0.2588857,0.2137486,0.0836213,0.2406141,0.0086083,0.4228786,0.014203,0.1842022,0.0952617,0.6676113,0.009426,0.0911972,0.2192295,0.0297429,0.2750831,0.1169997,0.2624871,0.0623167,0.0649171,0.3893924,0.3936294,0.2724797,0.0106501
54,0.1291086,0.5000562,0.0049775,0.1193261,0.1850238,0.6434718,0.0849745,0.4801423,0.5637704,0.2156731,0.4716987,0.2865792,0.249867,0.623457,0.4413253,0.5325134,0.0,0.3312665,0.4501784,0.0307231,0.0463327,0.4758717,0.166487,0.4851586,0.1220705,0.5354699,0.6549961,0.6998972,0.7054646,0.6327393,0.607678,0.7107319,0.6360795,0.5842969,0.6216805,0.5250153,0.6758095,0.5930758,0.5934405,0.5066572,0.6038074,0.1932511,0.4636303,0.3340328,0.079468,0.6440129,0.3951212,0.0,0.0242823,0.3706799,0.0526519,0.0222967,0.1329182,0.3293578,0.4755927,0.0714494,0.0134358,0.0496583,0.1665183,0.0848485,0.3623987,0.4098116,0.1960122,0.4246197,0.1571347,0.0090631,0.2151103,0.156183,0.7023171,0.057448,0.0697155,0.6041944,0.6077429,0.4097196,0.1258787,0.7087235,0.4678733,0.4700067,0.2874703,0.2947213,0.0541303,0.2290983,0.0178843,0.3987488,0.0141035,0.1937839,0.0912061,0.5903709,0.0214711,0.1183746,0.1592736,0.024607,0.3917557,0.1562045,0.2946053,0.0349143,0.0276062,0.4597946,0.4315728,0.2801968,0.0121616
55,0.1323956,0.4061819,0.0167438,0.2058469,0.1265808,0.5951395,0.0712991,0.5040608,0.6565246,0.2472205,0.4925093,0.196588,0.2770162,0.5592039,0.4519882,0.420714,0.2859215,0.0,0.5004601,0.018505,0.0437978,0.455003,0.1049173,0.4961831,0.1611188,0.3604668,0.5241812,0.5337301,0.5971856,0.6850628,0.6138495,0.8211201,0.6841335,0.5747771,0.6658934,0.7542207,0.5919325,0.7310225,0.6651609,0.6331521,0.6600011,0.2348198,0.499024,0.3986154,0.068515,0.8005225,0.4189818,0.0,0.0086975,0.3430995,0.0310304,0.0346729,0.1339742,0.3378012,0.5382674,0.065746,0.0023505,0.0546992,0.1364967,0.1731667,0.3379612,0.269372,0.1889293,0.4013755,0.2942673,0.0250699,0.1642589,0.1052898,0.7486879,0.0294177,0.0418891,0.5619893,0.603041,0.5342836,0.1549966,0.5784355,0.63251,0.4058452,0.3430712,0.2107174,0.0693246,0.2535367,0.0422028,0.1256337,0.0124331,0.1813779,0.0566849,0.6422601,0.0128378,0.068037,0.1487969,0.065171,0.3614253,0.1132642,0.1996773,0.1172984,0.0302781,0.396096,0.4898348,0.2198557,0.0160837
56,0.1757893,0.5194302,0.0156556,0.0427583,0.0945442,0.5732661,0.0932581,0.6495009,0.5159553,0.2699494,0.6305872,0.2233267,0.3091746,0.5253493,0.4119233,0.6463518,0.3121775,0.2971552,0.4782398,0.009608,0.0502403,0.4125466,0.1219648,0.5913849,0.1417988,0.5132176,0.5834568,0.5891613,0.6861719,0.6488477,0.6148656,0.5649871,0.5953746,0.5591603,0.6961314,0.6966264,0.7449482,0.8365632,0.6670195,0.7636984,0.6645554,0.3069587,0.555988,0.3060044,0.0506372,0.5931548,0.4090997,0.0,0.0313389,0.5204246,0.0427057,0.0206096,0.1498794,0.3140607,0.5092799,0.0500958,0.0011052,0.0311913,0.1557161,0.059806,0.4997497,0.2924504,0.1721876,0.3456868,0.219114,0.0255241,0.2370142,0.0944671,0.6124264,0.0643178,0.0186105,0.5984107,0.562436,0.4191754,0.2037711,0.618352,0.701116,0.4487799,0.4235138,0.1441945,0.0650345,0.2321712,0.0331584,0.0,0.0153253,0.1771599,0.0745439,0.7343682,0.0085955,0.0669662,0.1417636,0.0142587,0.4797458,0.2625975,0.1464932,0.0523454,0.0330215,0.5125834,0.4999955,0.2667195,0.0139422
57,0.1610505,0.4000871,0.0086424,0.0866341,0.1860125,0.6348926,0.0960439,0.4270039,0.6104628,0.2369249,0.4359869,0.2506739,0.2418727,0.707458,0.354014,0.4486984,0.3246627,0.39307,0.5034065,0.0186104,0.0676329,0.3791763,0.1052264,0.5798528,0.1546029,0.5198965,0.5646035,0.5843655,0.7612825,0.6318482,0.7888615,0.5759135,0.7094453,0.683215,0.6114638,0.8476978,0.6121977,0.6003768,0.6057301,0.5724016,0.6301732,0.1913422,0.6404742,0.314556,0.0357589,0.6631242,0.4772606,0.0,0.0178857,0.4171318,0.0318692,0.0224103,0.1401572,0.2771541,0.4820553,0.0494847,0.002747,0.0451983,0.1883164,0.1090832,0.484669,0.3757206,0.1589421,0.4521347,0.1706912,0.0174071,0.1958666,0.1179524,0.5701892,0.0645001,0.0282321,0.5647497,0.5790561,0.5893839,0.1232043,0.4382996,0.6096562,0.4444788,0.3417961,0.2786027,0.1262916,0.2814027,0.0244139,0.4641039,0.0,0.2296921,0.0705019,0.568171,0.0279079,0.095846,0.1351524,0.0444339,0.4757722,0.149453,0.1826904,0.0967023,0.040144,0.4862067,0.550747,0.3073951,0.0260277
58,0.1204609,0.4477584,0.0023826,0.131718,0.0910793,0.5714228,0.1152517,0.459741,0.6410739,0.2366258,0.431317,0.2272216,0.403158,0.4535125,0.4447521,0.4090469,0.3895562,0.3691686,0.5207405,0.0310707,0.0177211,0.4806649,0.0849556,0.5046326,0.1186679,0.3953501,0.4556177,0.5437013,0.6514871,0.5649747,0.6434608,0.5634264,0.6560157,0.7424729,0.6858382,0.5551201,0.6412642,0.6152922,0.6132172,0.5821178,0.6391868,0.2843997,0.4778643,0.3548562,0.0316976,0.6774329,0.4274557,0.0,0.0396089,0.3695884,0.0283236,0.0584261,0.1612373,0.4476567,0.6189932,0.045492,0.0023497,0.072413,0.1380658,0.1346042,0.444046,0.3245489,0.138838,0.4939174,0.2406865,0.0188364,0.2141599,0.1257932,0.7517774,0.0433743,0.0472241,0.6319441,0.6097097,0.3635478,0.118885,0.5216527,0.6327535,0.5214041,0.2857691,0.2085901,0.1084828,0.2620439,0.0152986,0.4340903,0.0117925,0.0,0.0499764,0.6483539,0.0344313,0.1081463,0.1301529,0.037425,0.3459484,0.147145,0.1744093,0.073073,0.0427682,0.3844924,0.6598675,0.2112424,0.0072665
59,0.0913431,0.4353924,0.0173,0.0106445,0.1341266,0.5086339,0.1303944,0.4576156,0.6350986,0.2887466,0.449879,0.2408318,0.3139836,0.6273689,0.4194205,0.4606801,0.2449175,0.4027854,0.3987079,0.0,0.042767,0.4728179,0.1107484,0.5879894,0.1606129,0.4478615,0.5425031,0.6856075,0.7707043,0.61294,0.6638861,0.5626831,0.5563789,0.5597028,0.6626201,0.6118176,0.5823577,0.6252592,0.5668917,0.6282373,0.613168,0.3482629,0.5316555,0.3392041,0.0346557,0.5432989,0.4602683,0.0,0.0204701,0.3596942,0.0291983,0.0339137,0.1555467,0.3383983,0.4852945,0.0526022,0.0013153,0.0050003,0.1685058,0.0640543,0.4925541,0.358207,0.1494961,0.4477787,0.1390376,0.0038962,0.1525316,0.1164331,0.5290831,0.0497024,0.0583763,0.6307384,0.4781747,0.3464776,0.1813919,0.67241,0.5765638,0.5082457,0.3074487,0.2145434,0.0894376,0.24059,0.0235497,0.4394356,0.0126253,0.1960276,0.0325408,0.7164521,0.0168925,0.0826671,0.1812375,0.0326647,0.3998243,0.2017029,0.2244437,0.0659911,0.0747448,0.354845,0.4024384,0.229305,0.0162748
60,0.137719,0.393596,0.0098393,0.0871921,0.0936531,0.70682,0.0804726,0.5595594,0.5756899,0.2435138,0.3678652,0.2751953,0.254877,0.5976618,0.3631863,0.3892846,0.4182062,0.4494364,0.5885786,0.027203,0.0,0.3127464,0.1151846,0.582691,0.1336073,0.392263,0.5217024,0.5686818,0.601405,0.5630753,0.7581128,0.5721901,0.6383833,0.7218047,0.628607,0.6097885,0.5537903,0.5671235,0.6138562,0.598067,0.6019211,0.2558256,0.5167058,0.4037878,0.0254259,0.6131341,0.5523594,0.0,0.017108,0.3006689,0.0256971,0.0297605,0.1079249,0.357059,0.5334728,0.0512275,0.0001021,0.0373078,0.1858295,0.1495579,0.4439749,0.3895191,0.1617283,0.5695578,0.2146929,0.0086479,0.2082505,0.10504,0.5770392,0.061377,0.0310755,0.6264459,0.5660094,0.4384591,0.1668572,0.5759453,0.6876877,0.3846391,0.3194335,0.2494355,0.1000324,0.268728,0.0102199,0.3763098,0.0190492,0.1326334,0.1182473,0.5901939,0.0245843,0.1224134,0.2201634,0.0278093,0.3856638,0.1568388,0.2364075,0.1057433,0.0691859,0.3440344,0.5044529,0.2061066,0.0125057
61,0.1438322,0.4006511,0.0089144,0.1048937,0.0853739,0.67115,0.0869683,0.4541161,0.7110705,0.3187877,0.4176979,0.2779125,0.3222828,0.6507378,0.3897861,0.5145871,0.2776532,0.2714245,0.4329509,0.0276242,0.0642706,0.3776896,0.0740532,0.5259884,0.2031188,0.423966,0.5031008,0.7056808,0.7551889,0.535847,0.7115053,0.5770747,0.618525,0.5949082,0.6949949,0.6017647,0.6411137,0.6050457,0.6174126,0.642091,0.7318541,0.2508941,0.4642684,0.3067005,0.0518889,0.5905727,0.4370769,0.0,0.0153229,0.2985361,0.0424117,0.014975,0.0825718,0.3840785,0.6477934,0.1043819,0.0018078,0.0457497,0.1507623,0.1297578,0.547878,0.3349428,0.2504482,0.4250931,0.2488628,0.0089611,0.1727143,0.1026234,0.7566142,0.0483795,0.042832,0.6537257,0.5971314,0.3746817,0.1579227,0.68086,0.5904504,0.3939738,0.3899441,0.2270379,0.0824942,0.2907116,0.0391492,0.4619682,0.0182663,0.2053344,0.0,0.6147255,0.0261564,0.0564171,0.1089342,0.0205078,0.3972458,0.1285587,0.2140446,0.0486696,0.0378804,0.3731741,0.4085209,0.2873256,0.0182147
62,0.1069593,0.3850754,0.0036503,0.1331511,0.1068481,0.6608924,0.1458783,0.4904917,0.6198316,0.2275401,0.5504869,0.2555335,0.283678,0.5025928,0.4988093,0.533569,0.2701864,0.4340332,0.5294634,0.0243787,0.0489935,0.0,0.0969869,0.6303252,0.1554186,0.4168954,0.6171018,0.666225,0.6684998,0.7352848,0.6097201,0.6539787,0.739204,0.6181842,0.5211833,0.6369776,0.7423058,0.6074461,0.579304,0.4812192,0.6026731,0.2246872,0.5465821,0.3159326,0.0264845,0.6298935,0.4774616,0.0,0.0042049,0.3433043,0.0200502,0.0201583,0.0891744,0.3577218,0.620817,0.0748426,0.0026098,0.0203336,0.1326709,0.3160978,0.4184812,0.3111687,0.188802,0.4782738,0.214139,0.0109504,0.2036462,0.141051,0.7176929,0.071504,0.0569519,0.7082639,0.6107467,0.4233569,0.1928821,0.5949204,0.568103,0.4077653,0.323494,0.1961705,0.1381599,0.1929981,0.0237364,0.3645595,0.0157923,0.2439296,0.0944099,0.590922,0.0220918,0.0807895,0.1557378,0.0483843,0.4078057,0.1969967,0.196886,0.0758666,0.0430836,0.4296926,0.3725545,0.329846,0.0231681
63,0.2368548,0.395483,0.0082604,0.0848891,0.1092311,0.5815668,0.1047424,0.4854787,0.7197041,0.1960357,0.4878931,0.2352349,0.2121101,0.7018368,0.5071541,0.5627601,0.3194001,0.3563032,0.4193989,0.0235852,0.0512226,0.3591033,0.1001681,0.5567661,0.1022237,0.3877433,0.5032568,0.5880268,0.5329614,0.6784629,0.6397575,0.7718166,0.5820658,0.6918903,0.6704467,0.6214205,0.5679333,0.6682156,0.5418383,0.7418684,0.6415834,0.2234798,0.4896035,0.2934326,0.0469524,0.5478855,0.4760125,0.0,0.0147611,0.3617241,0.0283525,0.0110441,0.076929,0.3325051,0.4923788,0.1149578,0.0032379,0.0461169,0.1500374,0.0925828,0.4120068,0.354966,0.184681,0.4501619,0.2431654,0.0147792,0.1268912,0.1419142,0.7298586,0.040681,0.0427048,0.7359061,0.404328,0.336287,0.1401334,0.580725,0.660027,0.5613246,0.2767741,0.2315546,0.0677477,0.3058519,0.0466106,0.4065645,0.0340639,0.162408,0.040977,0.0,0.0135815,0.1394208,0.1792815,0.0385405,0.3624581,0.2577916,0.2097771,0.0694583,0.036078,0.3999951,0.4211761,0.361026,0.0243517
64,0.1588433,0.4750846,0.0041033,0.0846382,0.1388859,0.5825479,0.0886553,0.4464185,0.5961823,0.2595381,0.5101021,0.2102573,0.2437526,0.6525278,0.4897108,0.4719574,0.3152435,0.3910636,0.4126024,0.0155742,0.0548454,0.3497439,0.113271,0.6874359,0.1855315,0.4131054,0.6537744,0.5630875,0.6383968,0.6436012,0.5282501,0.6682488,0.6574934,0.7317313,0.6935119,0.6982048,0.7327164,0.5361751,0.6387758,0.6619992,0.5308598,0.2500879,0.4727103,0.3506719,0.0764104,0.667534,0.3966113,0.0,0.0201636,0.4086337,0.0348631,0.015296,0.1003946,0.462719,0.4893374,0.0479842,0.0066178,0.0685198,0.1894633,0.0788204,0.4010213,0.3021968,0.1810626,0.451953,0.1748842,0.0313862,0.2495477,0.0970818,0.6720072,0.0455728,0.0426237,0.5885195,0.4920618,0.4213745,0.1561324,0.5843093,0.5887829,0.4737553,0.2014967,0.2413555,0.0913287,0.2830218,0.0067284,0.5265673,0.0206987,0.1331411,0.0658396,0.6652491,0.0207437,0.0,0.1405187,0.0174481,0.3927893,0.150025,0.2318794,0.0740821,0.0301704,0.4704331,0.4130799,0.212531,0.0019577
65,0.1423592,0.356711,0.0041328,0.1059077,0.111022,0.619476,0.1247419,0.5248754,0.7136956,0.2329909,0.5461602,0.2239446,0.2335435,0.6899212,0.4167263,0.4595005,0.4411448,0.2494983,0.4381272,0.0174642,0.0468922,0.3250975,0.1000026,0.6238266,0.1207575,0.3752179,0.6182345,0.5218563,0.6375446,0.595813,0.6969893,0.6948787,0.5991617,0.7064551,0.5494222,0.7181831,0.7163633,0.5486329,0.5605876,0.7796036,0.5934649,0.2185659,0.4967279,0.3278832,0.0514224,0.608415,0.4282567,0.0,0.0351982,0.2966922,0.0539546,0.0158212,0.1096888,0.349128,0.4439977,0.0373596,0.0012809,0.0220932,0.2013798,0.109276,0.3983844,0.2468938,0.1704709,0.3384944,0.2108966,0.0148309,0.1942007,0.1340754,0.6739299,0.0433451,0.0270838,0.6048876,0.4956573,0.4375859,0.1666089,0.5452938,0.6832426,0.4797215,0.30477,0.3229837,0.1817125,0.2633212,0.0091154,0.3303557,0.0091949,0.2106773,0.053932,0.6700288,0.0244665,0.1355586,0.0,0.0443821,0.2710301,0.1737565,0.1343458,0.0493754,0.0523807,0.4805203,0.5302366,0.2478469,0.0118244
66,0.1345381,0.4368398,0.0142999,0.0668779,0.1361476,0.6504986,0.0715865,0.6225977,0.5751486,0.2792494,0.4930459,0.1624172,0.2759519,0.6639352,0.4547072,0.3954802,0.2698934,0.3272998,0.4526345,0.0199456,0.0285588,0.3653305,0.1431379,0.5225518,0.1439719,0.4797243,0.5660684,0.5592888,0.6059573,0.6661986,0.6763924,0.6182605,0.579686,0.6108306,0.6527595,0.5931279,0.6119939,0.6653825,0.6229294,0.5551139,0.5590121,0.2111142,0.5616197,0.2870973,0.0558616,0.6127043,0.4384385,0.0,0.0075473,0.26657,0.0346524,0.0137658,0.1264833,0.3158951,0.4891127,0.0681502,0.005044,0.0389891,0.2071928,0.1912311,0.4629712,0.3766027,0.2099586,0.4488307,0.2608441,0.0084542,0.2047933,0.1141122,0.5885718,0.0682061,0.0487985,0.6920782,0.5477084,0.4323641,0.1408399,0.6063409,0.6209643,0.3918245,0.2997287,0.2002644,0.0978563,0.2208577,0.014272,0.4697173,0.0140385,0.1338109,0.0520444,0.5729775,0.0135451,0.0942848,0.1995709,0.0,0.3409198,0.1542874,0.1265998,0.070507,0.0634631,0.389386,0.4457946,0.2121613,0.0098264
67,0.2197038,0.389769,0.0053437,0.1584998,0.1614804,0.6043516,0.0631635,0.5008966,0.7032442,0.3194346,0.431944,0.3226359,0.2260538,0.6441685,0.3917585,0.5270033,0.2813202,0.3194133,0.4237419,0.0157142,0.0404799,0.3812924,0.0822625,0.5031727,0.1599093,0.4571832,0.5402054,0.6891399,0.6585686,0.7257957,0.5125884,0.6096872,0.6085062,0.5894428,0.6528357,0.6026176,0.5867304,0.6056224,0.7111627,0.7029146,0.5982883,0.2565534,0.5051496,0.3418705,0.0540673,0.5952976,0.4684028,0.0,0.0110383,0.3728207,0.0330555,0.006066,0.1631617,0.3163457,0.5268599,0.0915756,0.0022569,0.029004,0.118947,0.2236286,0.5308159,0.4077956,0.2588301,0.4466317,0.2277067,0.0402851,0.2462755,0.1094009,0.5501835,0.1034341,0.035165,0.6810397,0.5726081,0.385123,0.1885502,0.564576,0.6238604,0.3139257,0.3097207,0.256867,0.0721625,0.2228654,0.0167449,0.5266168,0.0311346,0.162165,0.1308618,0.6749744,0.0191067,0.1390461,0.1486469,0.0309444,0.0,0.1558579,0.2317113,0.0781043,0.0587559,0.4362736,0.4729379,0.2845013,0.0159053
